"Folkmängd efter region, civilstånd, ålder, kön och år"

"region";"civilstånd";"ålder";"kön";"2020"
"SE110 Stockholms län";"skilda";"29 år";"män";299
"SE110 Stockholms län";"skilda";"29 år";"kvinnor";539
"SE110 Stockholms län";"skilda";"30 år";"män";400
"SE110 Stockholms län";"skilda";"30 år";"kvinnor";775
"SE110 Stockholms län";"skilda";"31 år";"män";483
"SE110 Stockholms län";"skilda";"31 år";"kvinnor";855
"SE110 Stockholms län";"skilda";"32 år";"män";577
"SE110 Stockholms län";"skilda";"32 år";"kvinnor";1013
"SE110 Stockholms län";"skilda";"33 år";"män";696
"SE110 Stockholms län";"skilda";"33 år";"kvinnor";1150
"SE110 Stockholms län";"skilda";"34 år";"män";859
"SE110 Stockholms län";"skilda";"34 år";"kvinnor";1303
"SE110 Stockholms län";"skilda";"35 år";"män";973
"SE110 Stockholms län";"skilda";"35 år";"kvinnor";1442
"SE110 Stockholms län";"skilda";"36 år";"män";1117
"SE110 Stockholms län";"skilda";"36 år";"kvinnor";1561
"SE110 Stockholms län";"skilda";"37 år";"män";1171
"SE110 Stockholms län";"skilda";"37 år";"kvinnor";1726
"SE110 Stockholms län";"skilda";"38 år";"män";1308
"SE110 Stockholms län";"skilda";"38 år";"kvinnor";1854
"SE110 Stockholms län";"skilda";"39 år";"män";1424
"SE110 Stockholms län";"skilda";"39 år";"kvinnor";1944
"SE110 Stockholms län";"skilda";"40 år";"män";1689
"SE110 Stockholms län";"skilda";"40 år";"kvinnor";2162
"SE110 Stockholms län";"skilda";"41 år";"män";1577
"SE110 Stockholms län";"skilda";"41 år";"kvinnor";2142
"SE110 Stockholms län";"skilda";"42 år";"män";1722
"SE110 Stockholms län";"skilda";"42 år";"kvinnor";2338
"SE110 Stockholms län";"skilda";"43 år";"män";1832
"SE110 Stockholms län";"skilda";"43 år";"kvinnor";2329
"SE110 Stockholms län";"skilda";"44 år";"män";1925
"SE110 Stockholms län";"skilda";"44 år";"kvinnor";2483
"SE110 Stockholms län";"skilda";"45 år";"män";2134
"SE110 Stockholms län";"skilda";"45 år";"kvinnor";2672
"SE110 Stockholms län";"skilda";"46 år";"män";2236
"SE110 Stockholms län";"skilda";"46 år";"kvinnor";2976
"SE110 Stockholms län";"skilda";"47 år";"män";2321
"SE110 Stockholms län";"skilda";"47 år";"kvinnor";2968
"SE110 Stockholms län";"skilda";"48 år";"män";2419
"SE110 Stockholms län";"skilda";"48 år";"kvinnor";3147
"SE110 Stockholms län";"skilda";"49 år";"män";2424
"SE110 Stockholms län";"skilda";"49 år";"kvinnor";3272
"SE110 Stockholms län";"skilda";"50 år";"män";2436
"SE110 Stockholms län";"skilda";"50 år";"kvinnor";3258
"SE110 Stockholms län";"skilda";"51 år";"män";2523
"SE110 Stockholms län";"skilda";"51 år";"kvinnor";3290
"SE110 Stockholms län";"skilda";"52 år";"män";2604
"SE110 Stockholms län";"skilda";"52 år";"kvinnor";3457
"SE110 Stockholms län";"skilda";"53 år";"män";2734
"SE110 Stockholms län";"skilda";"53 år";"kvinnor";3597
"SE110 Stockholms län";"skilda";"54 år";"män";2931
"SE110 Stockholms län";"skilda";"54 år";"kvinnor";3677
"SE110 Stockholms län";"skilda";"55 år";"män";3060
"SE110 Stockholms län";"skilda";"55 år";"kvinnor";3781
"SE110 Stockholms län";"skilda";"56 år";"män";3116
"SE110 Stockholms län";"skilda";"56 år";"kvinnor";3873
"SE110 Stockholms län";"skilda";"57 år";"män";2915
"SE110 Stockholms län";"skilda";"57 år";"kvinnor";3538
"SE110 Stockholms län";"skilda";"58 år";"män";2753
"SE110 Stockholms län";"skilda";"58 år";"kvinnor";3423
"SE110 Stockholms län";"skilda";"59 år";"män";2627
"SE110 Stockholms län";"skilda";"59 år";"kvinnor";3275
"SE110 Stockholms län";"skilda";"60 år";"män";2636
"SE110 Stockholms län";"skilda";"60 år";"kvinnor";3261
"SE110 Stockholms län";"skilda";"61 år";"män";2489
"SE110 Stockholms län";"skilda";"61 år";"kvinnor";3099
"SE110 Stockholms län";"skilda";"62 år";"män";2456
"SE110 Stockholms län";"skilda";"62 år";"kvinnor";3035
"SE110 Stockholms län";"skilda";"63 år";"män";2482
"SE110 Stockholms län";"skilda";"63 år";"kvinnor";3042
"SE110 Stockholms län";"skilda";"64 år";"män";2506
"SE110 Stockholms län";"skilda";"64 år";"kvinnor";2983
"SE110 Stockholms län";"skilda";"65 år";"män";2263
"SE110 Stockholms län";"skilda";"65 år";"kvinnor";2836
"SE110 Stockholms län";"skilda";"66 år";"män";2210
"SE110 Stockholms län";"skilda";"66 år";"kvinnor";2762
"SE110 Stockholms län";"skilda";"67 år";"män";2146
"SE110 Stockholms län";"skilda";"67 år";"kvinnor";2763
"SE110 Stockholms län";"skilda";"68 år";"män";2034
"SE110 Stockholms län";"skilda";"68 år";"kvinnor";2634
"SE110 Stockholms län";"skilda";"69 år";"män";1856
"SE110 Stockholms län";"skilda";"69 år";"kvinnor";2617
"SE110 Stockholms län";"skilda";"70 år";"män";1900
"SE110 Stockholms län";"skilda";"70 år";"kvinnor";2612
"SE110 Stockholms län";"skilda";"71 år";"män";1902
"SE110 Stockholms län";"skilda";"71 år";"kvinnor";2643
"SE110 Stockholms län";"skilda";"72 år";"män";1892
"SE110 Stockholms län";"skilda";"72 år";"kvinnor";2717
"SE110 Stockholms län";"skilda";"73 år";"män";1884
"SE110 Stockholms län";"skilda";"73 år";"kvinnor";2777
"SE110 Stockholms län";"skilda";"74 år";"män";1824
"SE110 Stockholms län";"skilda";"74 år";"kvinnor";2823
"SE110 Stockholms län";"skilda";"75 år";"män";1827
"SE110 Stockholms län";"skilda";"75 år";"kvinnor";2762
"SE110 Stockholms län";"skilda";"76 år";"män";1662
"SE110 Stockholms län";"skilda";"76 år";"kvinnor";2679
"SE110 Stockholms län";"skilda";"77 år";"män";1570
"SE110 Stockholms län";"skilda";"77 år";"kvinnor";2360
"SE110 Stockholms län";"skilda";"78 år";"män";1320
"SE110 Stockholms län";"skilda";"78 år";"kvinnor";2044
"SE110 Stockholms län";"skilda";"79 år";"män";1124
"SE110 Stockholms län";"skilda";"79 år";"kvinnor";1818
"SE110 Stockholms län";"skilda";"80 år";"män";1005
"SE110 Stockholms län";"skilda";"80 år";"kvinnor";1541
"SE110 Stockholms län";"skilda";"81 år";"män";877
"SE110 Stockholms län";"skilda";"81 år";"kvinnor";1470
"SE110 Stockholms län";"skilda";"82 år";"män";721
"SE110 Stockholms län";"skilda";"82 år";"kvinnor";1340
"SE110 Stockholms län";"skilda";"83 år";"män";572
"SE110 Stockholms län";"skilda";"83 år";"kvinnor";1124
"SE110 Stockholms län";"skilda";"84 år";"män";486
"SE110 Stockholms län";"skilda";"84 år";"kvinnor";999
"SE110 Stockholms län";"skilda";"85 år";"män";422
"SE110 Stockholms län";"skilda";"85 år";"kvinnor";818
"SE110 Stockholms län";"skilda";"86 år";"män";357
"SE110 Stockholms län";"skilda";"86 år";"kvinnor";718
"SE110 Stockholms län";"skilda";"87 år";"män";300
"SE110 Stockholms län";"skilda";"87 år";"kvinnor";687
"SE110 Stockholms län";"skilda";"88 år";"män";212
"SE110 Stockholms län";"skilda";"88 år";"kvinnor";589
"SE110 Stockholms län";"skilda";"89 år";"män";205
"SE110 Stockholms län";"skilda";"89 år";"kvinnor";496
"SE110 Stockholms län";"skilda";"90 år";"män";150
"SE110 Stockholms län";"skilda";"90 år";"kvinnor";453
"SE110 Stockholms län";"skilda";"91 år";"män";103
"SE110 Stockholms län";"skilda";"91 år";"kvinnor";283
"SE110 Stockholms län";"skilda";"92 år";"män";87
"SE110 Stockholms län";"skilda";"92 år";"kvinnor";268
"SE110 Stockholms län";"skilda";"93 år";"män";54
"SE110 Stockholms län";"skilda";"93 år";"kvinnor";211
"SE110 Stockholms län";"skilda";"94 år";"män";50
"SE110 Stockholms län";"skilda";"94 år";"kvinnor";182
"SE110 Stockholms län";"skilda";"95 år";"män";26
"SE110 Stockholms län";"skilda";"95 år";"kvinnor";144
"SE110 Stockholms län";"skilda";"96 år";"män";22
"SE110 Stockholms län";"skilda";"96 år";"kvinnor";117
"SE110 Stockholms län";"skilda";"97 år";"män";7
"SE110 Stockholms län";"skilda";"97 år";"kvinnor";65
"SE110 Stockholms län";"skilda";"98 år";"män";4
"SE110 Stockholms län";"skilda";"98 år";"kvinnor";38
"SE110 Stockholms län";"skilda";"99 år";"män";7
"SE110 Stockholms län";"skilda";"99 år";"kvinnor";37
"SE110 Stockholms län";"skilda";"100+ år";"män";4
"SE110 Stockholms län";"skilda";"100+ år";"kvinnor";55
"SE110 Stockholms län";"änkor/änklingar";"0 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"0 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"1 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"1 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"2 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"2 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"3 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"3 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"4 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"4 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"5 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"5 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"6 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"6 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"7 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"7 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"8 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"8 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"9 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"9 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"10 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"10 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"11 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"11 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"12 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"12 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"13 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"13 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"14 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"14 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"15 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"15 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"16 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"16 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"17 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"17 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"18 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"18 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"19 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"19 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"20 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"20 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"21 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"21 år";"kvinnor";0
"SE110 Stockholms län";"änkor/änklingar";"22 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"22 år";"kvinnor";2
"SE110 Stockholms län";"änkor/änklingar";"23 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"23 år";"kvinnor";1
"SE110 Stockholms län";"änkor/änklingar";"24 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"24 år";"kvinnor";2
"SE110 Stockholms län";"änkor/änklingar";"25 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"25 år";"kvinnor";1
"SE110 Stockholms län";"änkor/änklingar";"26 år";"män";0
"SE110 Stockholms län";"änkor/änklingar";"26 år";"kvinnor";1
"SE110 Stockholms län";"änkor/änklingar";"27 år";"män";1
"SE110 Stockholms län";"änkor/änklingar";"27 år";"kvinnor";4
"SE110 Stockholms län";"änkor/änklingar";"28 år";"män";2
"SE110 Stockholms län";"änkor/änklingar";"28 år";"kvinnor";7
"SE110 Stockholms län";"änkor/änklingar";"29 år";"män";3
"SE110 Stockholms län";"änkor/änklingar";"29 år";"kvinnor";8
"SE110 Stockholms län";"änkor/änklingar";"30 år";"män";5
"SE110 Stockholms län";"änkor/änklingar";"30 år";"kvinnor";11
"SE110 Stockholms län";"änkor/änklingar";"31 år";"män";3
"SE110 Stockholms län";"änkor/änklingar";"31 år";"kvinnor";17
"SE110 Stockholms län";"änkor/änklingar";"32 år";"män";6
"SE110 Stockholms län";"änkor/änklingar";"32 år";"kvinnor";23
"SE110 Stockholms län";"änkor/änklingar";"33 år";"män";4
"SE110 Stockholms län";"änkor/änklingar";"33 år";"kvinnor";20
"SE110 Stockholms län";"änkor/änklingar";"34 år";"män";7
"SE110 Stockholms län";"änkor/änklingar";"34 år";"kvinnor";29
"SE110 Stockholms län";"änkor/änklingar";"35 år";"män";11
"SE110 Stockholms län";"änkor/änklingar";"35 år";"kvinnor";43
"SE110 Stockholms län";"änkor/änklingar";"36 år";"män";11
"SE110 Stockholms län";"änkor/änklingar";"36 år";"kvinnor";28
"SE110 Stockholms län";"änkor/änklingar";"37 år";"män";8
"SE110 Stockholms län";"änkor/änklingar";"37 år";"kvinnor";48
"SE110 Stockholms län";"änkor/änklingar";"38 år";"män";22
"SE110 Stockholms län";"änkor/änklingar";"38 år";"kvinnor";58
"SE110 Stockholms län";"änkor/änklingar";"39 år";"män";16
"SE110 Stockholms län";"änkor/änklingar";"39 år";"kvinnor";52
"SE110 Stockholms län";"änkor/änklingar";"40 år";"män";20
"SE110 Stockholms län";"änkor/änklingar";"40 år";"kvinnor";68
"SE110 Stockholms län";"änkor/änklingar";"41 år";"män";10
"SE110 Stockholms län";"änkor/änklingar";"41 år";"kvinnor";62
"SE110 Stockholms län";"änkor/änklingar";"42 år";"män";29
"SE110 Stockholms län";"änkor/änklingar";"42 år";"kvinnor";70
"SE110 Stockholms län";"änkor/änklingar";"43 år";"män";24
"SE110 Stockholms län";"änkor/änklingar";"43 år";"kvinnor";88
"SE110 Stockholms län";"änkor/änklingar";"44 år";"män";32
"SE110 Stockholms län";"änkor/änklingar";"44 år";"kvinnor";93
"SE110 Stockholms län";"änkor/änklingar";"45 år";"män";27
"SE110 Stockholms län";"änkor/änklingar";"45 år";"kvinnor";99
"SE110 Stockholms län";"änkor/änklingar";"46 år";"män";36
"SE110 Stockholms län";"änkor/änklingar";"46 år";"kvinnor";130
"SE110 Stockholms län";"änkor/änklingar";"47 år";"män";49
"SE110 Stockholms län";"änkor/änklingar";"47 år";"kvinnor";137
"SE110 Stockholms län";"änkor/änklingar";"48 år";"män";56
"SE110 Stockholms län";"änkor/änklingar";"48 år";"kvinnor";159
"SE110 Stockholms län";"änkor/änklingar";"49 år";"män";40
"SE110 Stockholms län";"änkor/änklingar";"49 år";"kvinnor";179
"SE110 Stockholms län";"änkor/änklingar";"50 år";"män";39
"SE110 Stockholms län";"änkor/änklingar";"50 år";"kvinnor";178
"SE110 Stockholms län";"änkor/änklingar";"51 år";"män";64
"SE110 Stockholms län";"änkor/änklingar";"51 år";"kvinnor";216
"SE110 Stockholms län";"änkor/änklingar";"52 år";"män";81
"SE110 Stockholms län";"änkor/änklingar";"52 år";"kvinnor";189
"SE110 Stockholms län";"änkor/änklingar";"53 år";"män";88
"SE110 Stockholms län";"änkor/änklingar";"53 år";"kvinnor";235
"SE110 Stockholms län";"änkor/änklingar";"54 år";"män";90
"SE110 Stockholms län";"änkor/änklingar";"54 år";"kvinnor";280
"SE110 Stockholms län";"änkor/änklingar";"55 år";"män";86
"SE110 Stockholms län";"änkor/änklingar";"55 år";"kvinnor";280
"SE110 Stockholms län";"änkor/änklingar";"56 år";"män";112
"SE110 Stockholms län";"änkor/änklingar";"56 år";"kvinnor";342
"SE110 Stockholms län";"änkor/änklingar";"57 år";"män";95
"SE110 Stockholms län";"änkor/änklingar";"57 år";"kvinnor";349
"SE110 Stockholms län";"änkor/änklingar";"58 år";"män";119
"SE110 Stockholms län";"änkor/änklingar";"58 år";"kvinnor";368
"SE110 Stockholms län";"änkor/änklingar";"59 år";"män";106
"SE110 Stockholms län";"änkor/änklingar";"59 år";"kvinnor";376
"SE110 Stockholms län";"änkor/änklingar";"60 år";"män";112
"SE110 Stockholms län";"änkor/änklingar";"60 år";"kvinnor";418
"SE110 Stockholms län";"änkor/änklingar";"61 år";"män";137
"SE110 Stockholms län";"änkor/änklingar";"61 år";"kvinnor";462
"SE110 Stockholms län";"änkor/änklingar";"62 år";"män";155
"SE110 Stockholms län";"änkor/änklingar";"62 år";"kvinnor";500
"SE110 Stockholms län";"änkor/änklingar";"63 år";"män";158
"SE110 Stockholms län";"änkor/änklingar";"63 år";"kvinnor";602
"SE110 Stockholms län";"änkor/änklingar";"64 år";"män";173
"SE110 Stockholms län";"änkor/änklingar";"64 år";"kvinnor";604
"SE110 Stockholms län";"änkor/änklingar";"65 år";"män";212
"SE110 Stockholms län";"änkor/änklingar";"65 år";"kvinnor";702
"SE110 Stockholms län";"änkor/änklingar";"66 år";"män";191
"SE110 Stockholms län";"änkor/änklingar";"66 år";"kvinnor";727
"SE110 Stockholms län";"änkor/änklingar";"67 år";"män";217
"SE110 Stockholms län";"änkor/änklingar";"67 år";"kvinnor";782
"SE110 Stockholms län";"änkor/änklingar";"68 år";"män";259
"SE110 Stockholms län";"änkor/änklingar";"68 år";"kvinnor";901
"SE110 Stockholms län";"änkor/änklingar";"69 år";"män";274
"SE110 Stockholms län";"änkor/änklingar";"69 år";"kvinnor";969
"SE110 Stockholms län";"änkor/änklingar";"70 år";"män";313
"SE110 Stockholms län";"änkor/änklingar";"70 år";"kvinnor";1084
"SE110 Stockholms län";"änkor/änklingar";"71 år";"män";373
"SE110 Stockholms län";"änkor/änklingar";"71 år";"kvinnor";1188
"SE110 Stockholms län";"änkor/änklingar";"72 år";"män";437
"SE110 Stockholms län";"änkor/änklingar";"72 år";"kvinnor";1458
"SE110 Stockholms län";"änkor/änklingar";"73 år";"män";474
"SE110 Stockholms län";"änkor/änklingar";"73 år";"kvinnor";1572
"SE110 Stockholms län";"änkor/änklingar";"74 år";"män";517
"SE110 Stockholms län";"änkor/änklingar";"74 år";"kvinnor";1698
"SE110 Stockholms län";"änkor/änklingar";"75 år";"män";602
"SE110 Stockholms län";"änkor/änklingar";"75 år";"kvinnor";1874
"SE110 Stockholms län";"änkor/änklingar";"76 år";"män";657
"SE110 Stockholms län";"änkor/änklingar";"76 år";"kvinnor";2061
"SE110 Stockholms län";"änkor/änklingar";"77 år";"män";657
"SE110 Stockholms län";"änkor/änklingar";"77 år";"kvinnor";2013
"SE110 Stockholms län";"änkor/änklingar";"78 år";"män";613
"SE110 Stockholms län";"änkor/änklingar";"78 år";"kvinnor";2054
"SE110 Stockholms län";"änkor/änklingar";"79 år";"män";575
"SE110 Stockholms län";"änkor/änklingar";"79 år";"kvinnor";1964
"SE110 Stockholms län";"änkor/änklingar";"80 år";"män";564
"SE110 Stockholms län";"änkor/änklingar";"80 år";"kvinnor";1869
"SE110 Stockholms län";"änkor/änklingar";"81 år";"män";612
"SE110 Stockholms län";"änkor/änklingar";"81 år";"kvinnor";1993
"SE110 Stockholms län";"änkor/änklingar";"82 år";"män";581
"SE110 Stockholms län";"änkor/änklingar";"82 år";"kvinnor";2110
"SE110 Stockholms län";"änkor/änklingar";"83 år";"män";589
"SE110 Stockholms län";"änkor/änklingar";"83 år";"kvinnor";1980
"SE110 Stockholms län";"änkor/änklingar";"84 år";"män";579
"SE110 Stockholms län";"änkor/änklingar";"84 år";"kvinnor";1999
"SE110 Stockholms län";"änkor/änklingar";"85 år";"män";569
"SE110 Stockholms län";"änkor/änklingar";"85 år";"kvinnor";1943
"SE110 Stockholms län";"änkor/änklingar";"86 år";"män";492
"SE110 Stockholms län";"änkor/änklingar";"86 år";"kvinnor";1839
